Train step=100, Max Q=18.37716293334961, Max target Q=18.443986892700195, Loss = 1.6972954273223877
Train step=200, Max Q=15.475427627563477, Max target Q=18.0688419342041, Loss = 1.6851000785827637
Train step=300, Max Q=15.73139476776123, Max target Q=18.041044235229492, Loss = 1.5839247703552246
Train step=400, Max Q=20.16979217529297, Max target Q=19.6124210357666, Loss = 1.668896198272705
Train step=500, Max Q=18.897178649902344, Max target Q=18.44405746459961, Loss = 1.7720438241958618
Train step=600, Max Q=17.21577262878418, Max target Q=18.460847854614258, Loss = 1.199361801147461
Train step=700, Max Q=16.50701141357422, Max target Q=16.968017578125, Loss = 1.1575123071670532
Train step=800, Max Q=16.355375289916992, Max target Q=17.18008804321289, Loss = 1.2129371166229248
Train step=900, Max Q=18.087207794189453, Max target Q=18.7592716217041, Loss = 1.1704020500183105
Train step=1000, Max Q=18.178815841674805, Max target Q=18.672393798828125, Loss = 1.2120869159698486
Train step=1100, Max Q=18.69124412536621, Max target Q=18.55166244506836, Loss = 1.1167298555374146
Train step=1200, Max Q=18.5466365814209, Max target Q=18.62356948852539, Loss = 0.9530600905418396
Train step=1300, Max Q=15.886636734008789, Max target Q=16.884628295898438, Loss = 1.0285488367080688
Train step=1400, Max Q=19.080833435058594, Max target Q=18.85538673400879, Loss = 1.1047933101654053
Train step=1500, Max Q=17.08479881286621, Max target Q=17.514188766479492, Loss = 1.0931727886199951
Train step=1600, Max Q=18.89166831970215, Max target Q=18.274375915527344, Loss = 0.8542020320892334
Train step=1700, Max Q=18.624553680419922, Max target Q=18.274791717529297, Loss = 0.8086139559745789
Train step=1800, Max Q=18.271303176879883, Max target Q=18.4322452545166, Loss = 0.957772433757782
Train step=1900, Max Q=18.459314346313477, Max target Q=19.555370330810547, Loss = 1.0050712823867798
Train step=2000, Max Q=16.80940818786621, Max target Q=16.51392364501953, Loss = 0.7830810546875
Train step=2100, Max Q=18.762222290039062, Max target Q=18.678598403930664, Loss = 0.6229336261749268
Train step=2200, Max Q=18.671241760253906, Max target Q=18.67867660522461, Loss = 0.7676798105239868
Train step=2300, Max Q=18.631141662597656, Max target Q=18.39293098449707, Loss = 0.8905977010726929
Train step=2400, Max Q=16.953479766845703, Max target Q=17.589115142822266, Loss = 0.8343445658683777
Train step=2500, Max Q=19.025100708007812, Max target Q=18.761981964111328, Loss = 0.6838864684104919
Train step=2600, Max Q=18.236038208007812, Max target Q=18.723045349121094, Loss = 0.5847750306129456
Train step=2700, Max Q=19.1991024017334, Max target Q=18.989534378051758, Loss = 0.7335972189903259
Train step=2800, Max Q=18.976343154907227, Max target Q=19.39666175842285, Loss = 0.8965200185775757
Train step=2900, Max Q=18.727510452270508, Max target Q=19.396709442138672, Loss = 0.7416436076164246
Train step=3000, Max Q=15.832988739013672, Max target Q=15.720417022705078, Loss = 0.6285168528556824
Train step=3100, Max Q=18.428565979003906, Max target Q=18.918548583984375, Loss = 0.6032384634017944
Train step=3200, Max Q=18.635488510131836, Max target Q=18.869234085083008, Loss = 0.5784268379211426
Train step=3300, Max Q=18.82891082763672, Max target Q=19.14095687866211, Loss = 0.5147781372070312
Train step=3400, Max Q=18.317829132080078, Max target Q=17.971487045288086, Loss = 0.6173536777496338
Train step=3500, Max Q=14.344371795654297, Max target Q=14.568079948425293, Loss = 0.9106025695800781
Train step=3600, Max Q=17.821243286132812, Max target Q=18.662656784057617, Loss = 0.7564513683319092
Train step=3700, Max Q=17.7075138092041, Max target Q=17.48450469970703, Loss = 0.4731111526489258
Train step=3800, Max Q=19.598779678344727, Max target Q=19.4798641204834, Loss = 0.5468477606773376
Train step=3900, Max Q=18.595561981201172, Max target Q=18.8128662109375, Loss = 0.6633810997009277
Train step=4000, Max Q=17.13273811340332, Max target Q=18.662675857543945, Loss = 0.6129813194274902
Train step=4100, Max Q=17.733213424682617, Max target Q=18.684289932250977, Loss = 0.5265146493911743
Train step=4200, Max Q=18.038541793823242, Max target Q=18.684324264526367, Loss = 0.3423174321651459
Train step=4300, Max Q=19.006145477294922, Max target Q=19.341798782348633, Loss = 0.3867649435997009
Train step=4400, Max Q=19.932388305664062, Max target Q=19.413171768188477, Loss = 0.3667947053909302
Train step=4500, Max Q=16.990856170654297, Max target Q=17.679563522338867, Loss = 0.36651700735092163
Train step=4600, Max Q=17.017005920410156, Max target Q=17.008127212524414, Loss = 0.5220094323158264
Train step=4700, Max Q=17.521865844726562, Max target Q=18.423696517944336, Loss = 0.41625696420669556
Train step=4800, Max Q=18.401140213012695, Max target Q=18.83152198791504, Loss = 0.24524953961372375
Train step=4900, Max Q=16.25655174255371, Max target Q=17.23534393310547, Loss = 0.5030356645584106
Train step=5000, Max Q=17.328813552856445, Max target Q=17.23554229736328, Loss = 0.33520591259002686
Train step=5100, Max Q=17.669681549072266, Max target Q=17.74174690246582, Loss = 0.37740716338157654
Train step=5200, Max Q=17.742170333862305, Max target Q=18.544504165649414, Loss = 0.4246525168418884
Train step=5300, Max Q=16.882490158081055, Max target Q=18.210004806518555, Loss = 0.31443771719932556
Train step=5400, Max Q=16.8713436126709, Max target Q=16.8754940032959, Loss = 0.47995567321777344
Train step=5500, Max Q=16.516624450683594, Max target Q=17.894548416137695, Loss = 0.31733089685440063
Train step=5600, Max Q=14.743362426757812, Max target Q=15.410527229309082, Loss = 0.6008057594299316
Train step=5700, Max Q=15.896806716918945, Max target Q=16.631221771240234, Loss = 0.3877539038658142
Train step=5800, Max Q=18.716346740722656, Max target Q=18.47767448425293, Loss = 0.437220960855484
Train step=5900, Max Q=17.526355743408203, Max target Q=18.386350631713867, Loss = 0.28107568621635437
Train step=6000, Max Q=17.132545471191406, Max target Q=18.266393661499023, Loss = 0.32549890875816345
Train step=6100, Max Q=14.140410423278809, Max target Q=14.455492973327637, Loss = 0.27220988273620605
Train step=6200, Max Q=17.750272750854492, Max target Q=17.920997619628906, Loss = 0.3411736488342285
Train step=6300, Max Q=17.50518226623535, Max target Q=18.39196014404297, Loss = 0.30926623940467834
Train step=6400, Max Q=13.819461822509766, Max target Q=14.104270935058594, Loss = 0.40620100498199463
Train step=6500, Max Q=18.28270149230957, Max target Q=18.593734741210938, Loss = 0.3605223298072815
Train step=6600, Max Q=15.716694831848145, Max target Q=16.770944595336914, Loss = 0.23336350917816162
Train step=6700, Max Q=17.160694122314453, Max target Q=18.325775146484375, Loss = 0.31051817536354065
Train step=6800, Max Q=18.37403106689453, Max target Q=18.21135139465332, Loss = 0.3230706453323364
Train step=6900, Max Q=17.798452377319336, Max target Q=18.324565887451172, Loss = 0.2877887487411499
Train step=7000, Max Q=16.00336456298828, Max target Q=16.5842342376709, Loss = 0.2857940196990967
Train step=7100, Max Q=17.235933303833008, Max target Q=17.545225143432617, Loss = 0.33219990134239197
Train step=7200, Max Q=17.41265106201172, Max target Q=18.163360595703125, Loss = 0.31960052251815796
Train step=7300, Max Q=16.006710052490234, Max target Q=16.01670265197754, Loss = 0.3731544017791748
Train step=7400, Max Q=16.353723526000977, Max target Q=16.634702682495117, Loss = 0.37277740240097046
Train step=7500, Max Q=16.699481964111328, Max target Q=16.381086349487305, Loss = 0.3768543004989624
Train step=7600, Max Q=16.74707794189453, Max target Q=16.941246032714844, Loss = 0.14989343285560608
Train step=7700, Max Q=17.4943790435791, Max target Q=17.5552978515625, Loss = 0.3956416845321655
Train step=7800, Max Q=15.988393783569336, Max target Q=16.74163818359375, Loss = 0.2968427836894989
Train step=7900, Max Q=15.828014373779297, Max target Q=16.091548919677734, Loss = 0.19205228984355927
Train step=8000, Max Q=16.57071876525879, Max target Q=17.472816467285156, Loss = 0.34378039836883545
Train step=8100, Max Q=17.258222579956055, Max target Q=17.474559783935547, Loss = 0.22462593019008636
Train step=8200, Max Q=16.777523040771484, Max target Q=17.320463180541992, Loss = 0.13709114491939545
Train step=8300, Max Q=16.283824920654297, Max target Q=17.743881225585938, Loss = 0.3049272298812866
Train step=8400, Max Q=17.87978744506836, Max target Q=18.359195709228516, Loss = 0.30077219009399414
Train step=8500, Max Q=16.190998077392578, Max target Q=17.661640167236328, Loss = 0.24050411581993103
Train step=8600, Max Q=17.71452522277832, Max target Q=17.20435905456543, Loss = 0.21312914788722992
Train step=8700, Max Q=17.01921272277832, Max target Q=18.072071075439453, Loss = 0.26040253043174744
Train step=8800, Max Q=16.239110946655273, Max target Q=16.161802291870117, Loss = 0.1943676620721817
Train step=8900, Max Q=16.695859909057617, Max target Q=17.012203216552734, Loss = 0.19644486904144287
Train step=9000, Max Q=16.67214584350586, Max target Q=16.948923110961914, Loss = 0.16678041219711304
Train step=9100, Max Q=16.691753387451172, Max target Q=16.602882385253906, Loss = 0.31038451194763184
Train step=9200, Max Q=17.659587860107422, Max target Q=18.00221061706543, Loss = 0.16965045034885406
Train step=9300, Max Q=17.20762062072754, Max target Q=17.919593811035156, Loss = 0.22310319542884827
Train step=9400, Max Q=17.4071102142334, Max target Q=17.970300674438477, Loss = 0.16971509158611298
Train step=9500, Max Q=17.499969482421875, Max target Q=17.918075561523438, Loss = 0.15156838297843933
Train step=9600, Max Q=16.970060348510742, Max target Q=17.341264724731445, Loss = 0.2200317680835724
Train step=9700, Max Q=16.45488166809082, Max target Q=16.23190689086914, Loss = 0.12886649370193481
Train step=9800, Max Q=16.63373565673828, Max target Q=16.420608520507812, Loss = 0.09876051545143127
Train step=9900, Max Q=15.566206932067871, Max target Q=15.82707691192627, Loss = 0.174000084400177
Train step=10000, Max Q=17.86834716796875, Max target Q=17.784767150878906, Loss = 0.31414902210235596
Train step=10100, Max Q=16.66840362548828, Max target Q=16.950281143188477, Loss = 0.17052064836025238
Train step=10200, Max Q=16.685049057006836, Max target Q=17.11941909790039, Loss = 0.1032026931643486
Train step=10300, Max Q=16.64944839477539, Max target Q=17.11941909790039, Loss = 0.20353475213050842
Train step=10400, Max Q=15.591208457946777, Max target Q=16.451976776123047, Loss = 0.10908781737089157
Train step=10500, Max Q=15.794524192810059, Max target Q=16.419931411743164, Loss = 0.1289326697587967
Train step=10600, Max Q=16.777254104614258, Max target Q=17.136154174804688, Loss = 0.17002570629119873
Train step=10700, Max Q=16.25550651550293, Max target Q=17.136150360107422, Loss = 0.21986913681030273
Train step=10800, Max Q=16.96640968322754, Max target Q=16.757726669311523, Loss = 0.2444497048854828
Train step=10900, Max Q=16.844703674316406, Max target Q=16.965055465698242, Loss = 0.11339814960956573
Train step=11000, Max Q=16.819591522216797, Max target Q=17.136016845703125, Loss = 0.2146168351173401
Train step=11100, Max Q=16.29320526123047, Max target Q=16.742626190185547, Loss = 0.12493949383497238
Train step=11200, Max Q=16.854415893554688, Max target Q=17.395450592041016, Loss = 0.1620856523513794
Train step=11300, Max Q=16.98940086364746, Max target Q=17.395450592041016, Loss = 0.09264053404331207
Train step=11400, Max Q=16.810293197631836, Max target Q=17.149871826171875, Loss = 0.1608363389968872
Train step=11500, Max Q=16.57434844970703, Max target Q=16.986684799194336, Loss = 0.22694523632526398
Train step=11600, Max Q=16.609981536865234, Max target Q=16.79265022277832, Loss = 0.15914979577064514
Train step=11700, Max Q=16.54701805114746, Max target Q=16.65392303466797, Loss = 0.11969456821680069
Train step=11800, Max Q=16.358308792114258, Max target Q=16.65401840209961, Loss = 0.11979646980762482
Train step=11900, Max Q=16.651206970214844, Max target Q=16.792373657226562, Loss = 0.22432756423950195
Train step=12000, Max Q=15.960478782653809, Max target Q=16.791942596435547, Loss = 0.08194106072187424
Train step=12100, Max Q=14.893097877502441, Max target Q=15.228940963745117, Loss = 0.15223830938339233
Train step=12200, Max Q=16.09735107421875, Max target Q=16.19271469116211, Loss = 0.10882465541362762
Train step=12300, Max Q=16.259119033813477, Max target Q=16.45035171508789, Loss = 0.12818434834480286
Train step=12400, Max Q=15.824075698852539, Max target Q=16.344236373901367, Loss = 0.06477145850658417
Train step=12500, Max Q=16.313114166259766, Max target Q=16.450363159179688, Loss = 0.11243339627981186
Train step=12600, Max Q=15.808060646057129, Max target Q=15.97686767578125, Loss = 0.13755302131175995
Train step=12700, Max Q=15.704209327697754, Max target Q=15.925475120544434, Loss = 0.1569151133298874
Train step=12800, Max Q=15.301932334899902, Max target Q=15.690272331237793, Loss = 0.10576270520687103
Train step=12900, Max Q=15.471813201904297, Max target Q=15.567422866821289, Loss = 0.05041509494185448
Train step=13000, Max Q=15.559747695922852, Max target Q=15.897765159606934, Loss = 0.1818055510520935
Train step=13100, Max Q=15.810935974121094, Max target Q=16.23370361328125, Loss = 0.07290881127119064
Train step=13200, Max Q=15.886434555053711, Max target Q=16.087568283081055, Loss = 0.18732747435569763
Train step=13300, Max Q=15.775782585144043, Max target Q=16.05797004699707, Loss = 0.0920996218919754
Train step=13400, Max Q=15.837909698486328, Max target Q=16.088369369506836, Loss = 0.15710550546646118
Train step=13500, Max Q=15.587839126586914, Max target Q=15.820405960083008, Loss = 0.23762546479701996
