Train step=3400, Max Q=12.357234001159668, Max target Q=12.74533748626709, Loss = 0.4706512987613678
Train step=3500, Max Q=10.65591812133789, Max target Q=10.528705596923828, Loss = 0.3501550555229187
Train step=3600, Max Q=10.361872673034668, Max target Q=11.201305389404297, Loss = 0.309756875038147
Train step=3700, Max Q=10.097609519958496, Max target Q=10.29349136352539, Loss = 0.31466981768608093
Train step=3800, Max Q=9.954825401306152, Max target Q=11.277196884155273, Loss = 0.36635076999664307
Train step=3900, Max Q=11.362038612365723, Max target Q=11.252801895141602, Loss = 0.485836386680603
Train step=4000, Max Q=10.078923225402832, Max target Q=10.166210174560547, Loss = 0.37721753120422363
Train step=4100, Max Q=11.124136924743652, Max target Q=11.84934139251709, Loss = 0.27072298526763916
Train step=4200, Max Q=9.622045516967773, Max target Q=9.552789688110352, Loss = 0.3046257495880127
Train step=4300, Max Q=9.774849891662598, Max target Q=11.217443466186523, Loss = 0.2625076174736023
Train step=4400, Max Q=10.204309463500977, Max target Q=10.075471878051758, Loss = 0.31516653299331665
Train step=4500, Max Q=10.723167419433594, Max target Q=11.146700859069824, Loss = 0.29439476132392883
Train step=4600, Max Q=8.960485458374023, Max target Q=9.898236274719238, Loss = 0.29814672470092773
Train step=4700, Max Q=10.338935852050781, Max target Q=10.434161186218262, Loss = 0.30286258459091187
Train step=4800, Max Q=11.016435623168945, Max target Q=11.541790962219238, Loss = 0.45165061950683594
Train step=4900, Max Q=12.321986198425293, Max target Q=13.699847221374512, Loss = 0.24053947627544403
Train step=5000, Max Q=9.157463073730469, Max target Q=9.3071870803833, Loss = 0.24845856428146362
Train step=5100, Max Q=9.632062911987305, Max target Q=10.034282684326172, Loss = 0.3299095630645752
Train step=5200, Max Q=13.270492553710938, Max target Q=12.917769432067871, Loss = 0.2552047669887543
Train step=5300, Max Q=14.220544815063477, Max target Q=14.048110961914062, Loss = 0.18294256925582886
Train step=5400, Max Q=12.485250473022461, Max target Q=12.282289505004883, Loss = 0.34096765518188477
Train step=5500, Max Q=11.240148544311523, Max target Q=11.794565200805664, Loss = 0.22995784878730774
Train step=5600, Max Q=9.180474281311035, Max target Q=9.40087890625, Loss = 0.21199658513069153
Train step=5700, Max Q=9.097171783447266, Max target Q=9.178650856018066, Loss = 0.181531623005867
Train step=5800, Max Q=9.869525909423828, Max target Q=9.946368217468262, Loss = 0.1862143576145172
Train step=5900, Max Q=9.838639259338379, Max target Q=10.470995903015137, Loss = 0.1893133670091629
Train step=6000, Max Q=10.063613891601562, Max target Q=10.301190376281738, Loss = 0.1992805451154709
Train step=6100, Max Q=9.920699119567871, Max target Q=9.968382835388184, Loss = 0.2161143720149994
Train step=6200, Max Q=8.621723175048828, Max target Q=8.6878023147583, Loss = 0.21965663135051727
Train step=6300, Max Q=9.131232261657715, Max target Q=9.40416431427002, Loss = 0.17660260200500488
Train step=6400, Max Q=9.23787784576416, Max target Q=9.346844673156738, Loss = 0.20097827911376953
Train step=6500, Max Q=11.234067916870117, Max target Q=10.66372299194336, Loss = 0.14890187978744507
Train step=6600, Max Q=9.81106185913086, Max target Q=9.972086906433105, Loss = 0.1422845870256424
Train step=6700, Max Q=9.262022018432617, Max target Q=9.307642936706543, Loss = 0.15732532739639282
Train step=6800, Max Q=12.858070373535156, Max target Q=13.151463508605957, Loss = 0.14066986739635468
Train step=6900, Max Q=12.631306648254395, Max target Q=13.447300910949707, Loss = 0.1013290286064148
Train step=7000, Max Q=11.763339042663574, Max target Q=11.711877822875977, Loss = 0.10950668156147003
Train step=7100, Max Q=9.338396072387695, Max target Q=9.529118537902832, Loss = 0.1290093958377838
Train step=7200, Max Q=11.342823028564453, Max target Q=11.39745807647705, Loss = 0.11493019014596939
Train step=7300, Max Q=9.65153980255127, Max target Q=9.825677871704102, Loss = 0.25773635506629944
Train step=7400, Max Q=9.580050468444824, Max target Q=9.383316040039062, Loss = 0.13102102279663086
Train step=7500, Max Q=16.531333923339844, Max target Q=17.2385196685791, Loss = 0.23098896443843842
Train step=7600, Max Q=14.061602592468262, Max target Q=14.148653984069824, Loss = 0.1376124620437622
Train step=7700, Max Q=12.968659400939941, Max target Q=14.578452110290527, Loss = 0.2798876464366913
Train step=7800, Max Q=10.455792427062988, Max target Q=10.569398880004883, Loss = 0.16222324967384338
Train step=7900, Max Q=11.472707748413086, Max target Q=12.04543685913086, Loss = 0.18242640793323517
Train step=8000, Max Q=10.354598999023438, Max target Q=10.63321590423584, Loss = 0.2279358208179474
Train step=8100, Max Q=9.793256759643555, Max target Q=9.632989883422852, Loss = 0.1611689031124115
Train step=8200, Max Q=9.370027542114258, Max target Q=9.652873992919922, Loss = 0.10417870432138443
Train step=8300, Max Q=11.062106132507324, Max target Q=12.199953079223633, Loss = 0.09038668125867844
Train step=8400, Max Q=15.380309104919434, Max target Q=15.7734375, Loss = 0.14864875376224518
Train step=8500, Max Q=10.036198616027832, Max target Q=10.04316234588623, Loss = 0.16980694234371185
Train step=8600, Max Q=8.496829986572266, Max target Q=8.621517181396484, Loss = 0.16858384013175964
Train step=8700, Max Q=9.512569427490234, Max target Q=9.618922233581543, Loss = 0.1299726366996765
Train step=8800, Max Q=9.55832576751709, Max target Q=9.68649959564209, Loss = 0.1464022397994995
Train step=8900, Max Q=9.173469543457031, Max target Q=9.219364166259766, Loss = 0.16636604070663452
Train step=9000, Max Q=9.368048667907715, Max target Q=9.522541999816895, Loss = 0.06085289642214775
Train step=9100, Max Q=11.526459693908691, Max target Q=12.369056701660156, Loss = 0.12422265112400055
Train step=9200, Max Q=11.018503189086914, Max target Q=12.081047058105469, Loss = 0.11410590261220932
Train step=9300, Max Q=8.676240921020508, Max target Q=9.231057167053223, Loss = 0.08678210526704788
Train step=9400, Max Q=10.472579956054688, Max target Q=10.270549774169922, Loss = 0.10857582837343216
Train step=9500, Max Q=9.902963638305664, Max target Q=9.848682403564453, Loss = 0.09624659270048141
Train step=9600, Max Q=12.018123626708984, Max target Q=12.038785934448242, Loss = 0.09211592376232147
Train step=9700, Max Q=9.05433177947998, Max target Q=10.329951286315918, Loss = 0.10773516446352005
Train step=9800, Max Q=9.91677188873291, Max target Q=9.875186920166016, Loss = 0.08474963903427124
Train step=9900, Max Q=9.442415237426758, Max target Q=9.854992866516113, Loss = 0.07128319144248962
Train step=10000, Max Q=9.014426231384277, Max target Q=9.501619338989258, Loss = 0.08699871599674225
Train step=10100, Max Q=9.03243350982666, Max target Q=9.080825805664062, Loss = 0.05892311781644821
Train step=10200, Max Q=8.742277145385742, Max target Q=8.628087997436523, Loss = 0.08672502636909485
Train step=10300, Max Q=9.074508666992188, Max target Q=9.427188873291016, Loss = 0.06335266679525375
Train step=10400, Max Q=9.832541465759277, Max target Q=9.949929237365723, Loss = 0.09197988361120224
Train step=10500, Max Q=8.533013343811035, Max target Q=8.797307014465332, Loss = 0.05515536293387413
Train step=10600, Max Q=9.344391822814941, Max target Q=9.733948707580566, Loss = 0.07202983647584915
Train step=10700, Max Q=10.114400863647461, Max target Q=9.735631942749023, Loss = 0.09881378710269928
Train step=10800, Max Q=8.888049125671387, Max target Q=9.082950592041016, Loss = 0.0602414570748806
Train step=10900, Max Q=10.536181449890137, Max target Q=11.129036903381348, Loss = 0.06447522342205048
Train step=11000, Max Q=8.799253463745117, Max target Q=8.965363502502441, Loss = 0.05011255666613579
Train step=11100, Max Q=10.492554664611816, Max target Q=9.717303276062012, Loss = 0.039643846452236176
Train step=11200, Max Q=9.20846176147461, Max target Q=9.10297679901123, Loss = 0.06065984070301056
Train step=11300, Max Q=9.154962539672852, Max target Q=8.947420120239258, Loss = 0.03126421943306923
Train step=11400, Max Q=8.569194793701172, Max target Q=8.737886428833008, Loss = 0.10642042756080627
Train step=11500, Max Q=11.793233871459961, Max target Q=11.297479629516602, Loss = 0.10540822893381119
Train step=11600, Max Q=8.713255882263184, Max target Q=8.980729103088379, Loss = 0.09391480684280396
Train step=11700, Max Q=8.40803050994873, Max target Q=8.520386695861816, Loss = 0.015910379588603973
Train step=11800, Max Q=8.9337158203125, Max target Q=9.02141284942627, Loss = 0.03515859320759773
Train step=11900, Max Q=8.601956367492676, Max target Q=8.648909568786621, Loss = 0.043708719313144684
Train step=12000, Max Q=8.763254165649414, Max target Q=8.84553337097168, Loss = 0.06625659763813019
Train step=12100, Max Q=9.08582878112793, Max target Q=8.920069694519043, Loss = 0.053977787494659424
Train step=12200, Max Q=9.052440643310547, Max target Q=9.03685188293457, Loss = 0.04708509147167206
Train step=12300, Max Q=13.563643455505371, Max target Q=13.500297546386719, Loss = 0.05433943122625351
Train step=12400, Max Q=8.506574630737305, Max target Q=8.84035873413086, Loss = 0.07716570794582367
Train step=12500, Max Q=8.885083198547363, Max target Q=8.947596549987793, Loss = 0.07217567414045334
Train step=12600, Max Q=8.889819145202637, Max target Q=8.994037628173828, Loss = 0.023361681029200554
Train step=12700, Max Q=10.278651237487793, Max target Q=10.078277587890625, Loss = 0.059987872838974
Train step=12800, Max Q=8.57165241241455, Max target Q=9.27192211151123, Loss = 0.043555453419685364
Train step=12900, Max Q=8.775350570678711, Max target Q=8.88305950164795, Loss = 0.053902413696050644
Train step=13000, Max Q=12.829468727111816, Max target Q=12.951433181762695, Loss = 0.12980085611343384
Train step=13100, Max Q=9.769790649414062, Max target Q=9.978468894958496, Loss = 0.039658572524785995
Train step=13200, Max Q=8.772985458374023, Max target Q=8.719863891601562, Loss = 0.052188441157341
Train step=13300, Max Q=8.770796775817871, Max target Q=8.734515190124512, Loss = 0.029583193361759186
Train step=13400, Max Q=11.168221473693848, Max target Q=11.06127643585205, Loss = 0.04221922159194946
Train step=13500, Max Q=8.545218467712402, Max target Q=8.604314804077148, Loss = 0.023675277829170227
Train step=13600, Max Q=8.93451976776123, Max target Q=8.900565147399902, Loss = 0.06648517400026321
Train step=13700, Max Q=8.491737365722656, Max target Q=8.486360549926758, Loss = 0.062134381383657455
Train step=13800, Max Q=8.633979797363281, Max target Q=8.985973358154297, Loss = 0.0559704415500164
Train step=13900, Max Q=11.287911415100098, Max target Q=11.446228981018066, Loss = 0.027180947363376617
Train step=14000, Max Q=13.821211814880371, Max target Q=13.78581714630127, Loss = 0.028146807104349136
Train step=14100, Max Q=8.622400283813477, Max target Q=8.83508014678955, Loss = 0.043304868042469025
Train step=14200, Max Q=8.996328353881836, Max target Q=9.522481918334961, Loss = 0.04001297056674957
Train step=14300, Max Q=11.997251510620117, Max target Q=12.95549201965332, Loss = 0.026659131050109863
Train step=14400, Max Q=8.49856948852539, Max target Q=8.683844566345215, Loss = 0.07572425156831741
Train step=14500, Max Q=8.697802543640137, Max target Q=8.911404609680176, Loss = 0.06346094608306885
Train step=14600, Max Q=8.895404815673828, Max target Q=8.91431713104248, Loss = 0.03033653274178505
Train step=14700, Max Q=8.417011260986328, Max target Q=8.659082412719727, Loss = 0.026660220697522163
Train step=14800, Max Q=9.428123474121094, Max target Q=9.370598793029785, Loss = 0.03547908365726471
Train step=14900, Max Q=8.885407447814941, Max target Q=8.915353775024414, Loss = 0.0328502282500267
Train step=15000, Max Q=8.819270133972168, Max target Q=8.715907096862793, Loss = 0.023059267550706863
Train step=15100, Max Q=8.398283958435059, Max target Q=8.528789520263672, Loss = 0.06608770042657852
Train step=15200, Max Q=8.96560287475586, Max target Q=9.214841842651367, Loss = 0.056317009031772614
Train step=15300, Max Q=8.428705215454102, Max target Q=8.637426376342773, Loss = 0.0500759556889534
Train step=15400, Max Q=8.441455841064453, Max target Q=8.700651168823242, Loss = 0.03685712814331055
Train step=15500, Max Q=11.535552024841309, Max target Q=12.03283977508545, Loss = 0.01851077377796173
Train step=15600, Max Q=10.510689735412598, Max target Q=10.928014755249023, Loss = 0.06835664063692093
Train step=15700, Max Q=8.455348014831543, Max target Q=8.739753723144531, Loss = 0.04360544681549072
Train step=15800, Max Q=10.10727596282959, Max target Q=9.836651802062988, Loss = 0.02475215122103691
Train step=15900, Max Q=8.313429832458496, Max target Q=8.620262145996094, Loss = 0.03033057600259781
Train step=16000, Max Q=11.889289855957031, Max target Q=11.804701805114746, Loss = 0.025715768337249756
Train step=16100, Max Q=8.544424057006836, Max target Q=8.486481666564941, Loss = 0.02778800204396248
Train step=16200, Max Q=9.318475723266602, Max target Q=9.540796279907227, Loss = 0.03433556482195854
Train step=16300, Max Q=8.498458862304688, Max target Q=8.740819931030273, Loss = 0.014649483375251293
Train step=16400, Max Q=13.129146575927734, Max target Q=14.156765937805176, Loss = 0.0354515016078949
Train step=16500, Max Q=9.27614688873291, Max target Q=9.540301322937012, Loss = 0.029415510594844818
Train step=16600, Max Q=8.558735847473145, Max target Q=8.777811050415039, Loss = 0.026019509881734848
Train step=16700, Max Q=9.409486770629883, Max target Q=9.270228385925293, Loss = 0.06480957567691803
Train step=16800, Max Q=9.996946334838867, Max target Q=9.743292808532715, Loss = 0.08618078380823135
Train step=16900, Max Q=9.203651428222656, Max target Q=9.811517715454102, Loss = 0.06734460592269897
Train step=17000, Max Q=8.960672378540039, Max target Q=9.067134857177734, Loss = 0.018915876746177673
Train step=17100, Max Q=9.962884902954102, Max target Q=10.37302303314209, Loss = 0.021194197237491608
Train step=17200, Max Q=9.211869239807129, Max target Q=9.428116798400879, Loss = 0.035311631858348846
Train step=17300, Max Q=8.594802856445312, Max target Q=8.669621467590332, Loss = 0.0465596541762352
Train step=17400, Max Q=9.30253791809082, Max target Q=8.86699104309082, Loss = 0.05259811878204346
Train step=17500, Max Q=10.451894760131836, Max target Q=10.37302303314209, Loss = 0.011480540968477726
Train step=17600, Max Q=9.133700370788574, Max target Q=9.123124122619629, Loss = 0.01955898106098175
Train step=17700, Max Q=8.893255233764648, Max target Q=9.034605979919434, Loss = 0.022121798247098923
Train step=17800, Max Q=9.491334915161133, Max target Q=9.571950912475586, Loss = 0.02579904906451702
Train step=17900, Max Q=8.730125427246094, Max target Q=8.929826736450195, Loss = 0.026025040075182915
Train step=18000, Max Q=9.436132431030273, Max target Q=9.436372756958008, Loss = 0.00606418726965785
Train step=18100, Max Q=9.883840560913086, Max target Q=9.488224029541016, Loss = 0.030139219015836716
Train step=18200, Max Q=9.314523696899414, Max target Q=9.30712604522705, Loss = 0.01641814596951008
Train step=18300, Max Q=9.181068420410156, Max target Q=9.304872512817383, Loss = 0.014141110703349113
Train step=18400, Max Q=10.694670677185059, Max target Q=10.409197807312012, Loss = 0.03021601401269436
Train step=18500, Max Q=9.513548851013184, Max target Q=9.449939727783203, Loss = 0.04591922089457512
Train step=18600, Max Q=8.167505264282227, Max target Q=8.211686134338379, Loss = 0.036295853555202484
Train step=18700, Max Q=9.065376281738281, Max target Q=9.141294479370117, Loss = 0.005666871555149555
Train step=18800, Max Q=10.138513565063477, Max target Q=10.47446060180664, Loss = 0.03946317732334137
Train step=18900, Max Q=10.142948150634766, Max target Q=10.571052551269531, Loss = 0.011293132789433002
Train step=19000, Max Q=8.511998176574707, Max target Q=8.346368789672852, Loss = 0.028610220178961754
Train step=19100, Max Q=8.38196849822998, Max target Q=8.579998016357422, Loss = 0.0247140321880579
Train step=19200, Max Q=8.035484313964844, Max target Q=8.16826057434082, Loss = 0.01476459950208664
Train step=19300, Max Q=8.972883224487305, Max target Q=9.137649536132812, Loss = 0.022414151579141617
Train step=19400, Max Q=8.191648483276367, Max target Q=8.260661125183105, Loss = 0.037803079932928085
Train step=19500, Max Q=8.266497611999512, Max target Q=8.379632949829102, Loss = 0.015227715484797955
Train step=19600, Max Q=10.1005220413208, Max target Q=10.343437194824219, Loss = 0.021787885576486588
Train step=19700, Max Q=12.619707107543945, Max target Q=13.240279197692871, Loss = 0.02176959253847599
Train step=19800, Max Q=8.632296562194824, Max target Q=8.945707321166992, Loss = 0.022967319935560226
Train step=19900, Max Q=8.22895622253418, Max target Q=8.323800086975098, Loss = 0.015933126211166382
Train step=20000, Max Q=10.498810768127441, Max target Q=10.53081226348877, Loss = 0.05893469601869583
Train step=20100, Max Q=8.309744834899902, Max target Q=8.51429557800293, Loss = 0.030050160363316536
Train step=20200, Max Q=10.296707153320312, Max target Q=10.048800468444824, Loss = 0.013588761910796165
Train step=20300, Max Q=8.994545936584473, Max target Q=9.074706077575684, Loss = 0.011879106983542442
Train step=20400, Max Q=8.264569282531738, Max target Q=8.543279647827148, Loss = 0.03590180724859238
Train step=20500, Max Q=8.971152305603027, Max target Q=9.864657402038574, Loss = 0.046541646122932434
Train step=20600, Max Q=8.700578689575195, Max target Q=8.820176124572754, Loss = 0.0072459448128938675
Train step=20700, Max Q=8.830726623535156, Max target Q=8.986065864562988, Loss = 0.04695511236786842
Train step=20800, Max Q=8.255379676818848, Max target Q=8.379656791687012, Loss = 0.01780114881694317
Train step=20900, Max Q=8.621389389038086, Max target Q=8.9588041305542, Loss = 0.044531553983688354
Train step=21000, Max Q=8.787383079528809, Max target Q=8.940014839172363, Loss = 0.020660854876041412
Train step=21100, Max Q=8.851842880249023, Max target Q=8.826484680175781, Loss = 0.014531195163726807
Train step=21200, Max Q=8.954317092895508, Max target Q=9.053348541259766, Loss = 0.03516075387597084
Train step=21300, Max Q=10.070880889892578, Max target Q=9.938950538635254, Loss = 0.011158520355820656
Train step=21400, Max Q=8.79439926147461, Max target Q=8.826769828796387, Loss = 0.006440829019993544
Train step=21500, Max Q=8.615177154541016, Max target Q=8.770840644836426, Loss = 0.02617236040532589
Train step=21600, Max Q=9.051575660705566, Max target Q=9.200777053833008, Loss = 0.0430634506046772
Train step=21700, Max Q=8.99711799621582, Max target Q=9.34468936920166, Loss = 0.006314640864729881
Train step=21800, Max Q=9.043182373046875, Max target Q=9.194009780883789, Loss = 0.022900236770510674
Train step=21900, Max Q=7.444854736328125, Max target Q=7.891892910003662, Loss = 0.014675634913146496
Train step=22000, Max Q=9.34636402130127, Max target Q=9.071880340576172, Loss = 0.009017941541969776
Train step=22100, Max Q=9.135644912719727, Max target Q=9.343706130981445, Loss = 0.008154919371008873
Train step=22200, Max Q=9.79401683807373, Max target Q=10.62087631225586, Loss = 0.030737780034542084
Train step=22300, Max Q=9.904973030090332, Max target Q=10.251232147216797, Loss = 0.01629813015460968
Train step=22400, Max Q=8.909090995788574, Max target Q=9.017973899841309, Loss = 0.01261384692043066
Train step=22500, Max Q=8.396313667297363, Max target Q=8.493030548095703, Loss = 0.0143048744648695
Train step=22600, Max Q=8.392566680908203, Max target Q=8.486858367919922, Loss = 0.019595082849264145
Train step=22700, Max Q=9.996997833251953, Max target Q=10.033915519714355, Loss = 0.030352752655744553
Train step=22800, Max Q=8.380232810974121, Max target Q=8.486855506896973, Loss = 0.017597008496522903
Train step=22900, Max Q=8.40294075012207, Max target Q=8.559057235717773, Loss = 0.0082351453602314
Train step=23000, Max Q=8.958520889282227, Max target Q=8.99639892578125, Loss = 0.03818615898489952
Train step=23100, Max Q=8.966599464416504, Max target Q=9.023174285888672, Loss = 0.027222808450460434
Train step=23200, Max Q=12.815516471862793, Max target Q=13.146891593933105, Loss = 0.01687169075012207
Train step=23300, Max Q=10.211434364318848, Max target Q=9.972062110900879, Loss = 0.037200748920440674
Train step=23400, Max Q=9.1386079788208, Max target Q=9.667778015136719, Loss = 0.012031477876007557
Train step=23500, Max Q=8.891390800476074, Max target Q=9.023449897766113, Loss = 0.011003654450178146
Train step=23600, Max Q=8.939787864685059, Max target Q=9.042415618896484, Loss = 0.015408803708851337
Train step=23700, Max Q=9.173721313476562, Max target Q=8.786898612976074, Loss = 0.013342211954295635
Train step=23800, Max Q=7.588074684143066, Max target Q=7.715332984924316, Loss = 0.0375027172267437
Train step=23900, Max Q=9.105814933776855, Max target Q=8.972161293029785, Loss = 0.02335238829255104
Train step=24000, Max Q=9.607738494873047, Max target Q=9.143655776977539, Loss = 0.020611682906746864
Train step=24100, Max Q=9.519693374633789, Max target Q=9.67287826538086, Loss = 0.009405113756656647
Train step=24200, Max Q=8.679473876953125, Max target Q=9.32325267791748, Loss = 0.017495159059762955
Train step=24300, Max Q=8.541654586791992, Max target Q=8.694000244140625, Loss = 0.011994102038443089
Train step=24400, Max Q=12.86376953125, Max target Q=13.116432189941406, Loss = 0.011226581409573555
Train step=24500, Max Q=8.862876892089844, Max target Q=8.948548316955566, Loss = 0.012842528522014618
Train step=24600, Max Q=8.967245101928711, Max target Q=9.655723571777344, Loss = 0.015086570754647255
Train step=24700, Max Q=10.190897941589355, Max target Q=10.342063903808594, Loss = 0.021127386018633842
Train step=24800, Max Q=8.78511905670166, Max target Q=9.106121063232422, Loss = 0.0158016849309206
Train step=24900, Max Q=8.537395477294922, Max target Q=8.627164840698242, Loss = 0.05027219280600548
Train step=25000, Max Q=8.87287712097168, Max target Q=8.8302001953125, Loss = 0.01588624343276024
Train step=100, Max Q=6.159543514251709, Max target Q=7.015745162963867, Loss = 1.6655869483947754
Train step=200, Max Q=5.056219577789307, Max target Q=7.198506832122803, Loss = 1.4663641452789307
Train step=300, Max Q=6.88358736038208, Max target Q=6.883874893188477, Loss = 1.5342631340026855
Train step=400, Max Q=7.194891929626465, Max target Q=6.73629903793335, Loss = 1.529407024383545
Train step=500, Max Q=5.638526916503906, Max target Q=6.964843273162842, Loss = 1.5164146423339844
Train step=600, Max Q=6.186939716339111, Max target Q=6.185521602630615, Loss = 0.9479620456695557
Train step=700, Max Q=6.683163642883301, Max target Q=6.613361835479736, Loss = 1.0447468757629395
Train step=800, Max Q=6.005646228790283, Max target Q=5.849954128265381, Loss = 0.9317163825035095
Train step=900, Max Q=5.658250331878662, Max target Q=5.849556922912598, Loss = 0.9392014741897583
Train step=1000, Max Q=5.948409080505371, Max target Q=5.697634696960449, Loss = 0.900538444519043
Train step=1100, Max Q=6.906867504119873, Max target Q=6.707580089569092, Loss = 0.791826605796814
Train step=1200, Max Q=7.03108024597168, Max target Q=6.397857189178467, Loss = 0.6808871030807495
Train step=1300, Max Q=7.886772155761719, Max target Q=8.120216369628906, Loss = 0.714536726474762
Train step=1400, Max Q=7.060173988342285, Max target Q=7.569940567016602, Loss = 0.7364890575408936
Train step=1500, Max Q=6.017328262329102, Max target Q=6.432540416717529, Loss = 0.7479239106178284
Train step=1600, Max Q=6.6713409423828125, Max target Q=7.1115617752075195, Loss = 0.5060914754867554
Train step=1700, Max Q=6.70310115814209, Max target Q=7.004347324371338, Loss = 0.5980994701385498
Train step=1800, Max Q=6.414612770080566, Max target Q=6.302075386047363, Loss = 0.484219491481781
Train step=1900, Max Q=6.886434078216553, Max target Q=7.633273124694824, Loss = 0.5715638399124146
Train step=2000, Max Q=6.292823791503906, Max target Q=6.011348724365234, Loss = 0.4346046447753906
Train step=2100, Max Q=7.8567399978637695, Max target Q=8.155813217163086, Loss = 0.40702593326568604
Train step=2200, Max Q=8.035475730895996, Max target Q=7.938241481781006, Loss = 0.3976150155067444
Train step=2300, Max Q=6.643779277801514, Max target Q=6.586302280426025, Loss = 0.3824390172958374
Train step=2400, Max Q=5.980331897735596, Max target Q=6.035374641418457, Loss = 0.3376602530479431
Train step=2500, Max Q=6.694327354431152, Max target Q=6.808481216430664, Loss = 0.4465944468975067
Train step=2600, Max Q=7.237265586853027, Max target Q=7.659893035888672, Loss = 0.31394660472869873
Train step=2700, Max Q=7.442748546600342, Max target Q=7.83737850189209, Loss = 0.3337652087211609
Train step=2800, Max Q=5.803931713104248, Max target Q=6.743143081665039, Loss = 0.2592247426509857
Train step=2900, Max Q=8.065736770629883, Max target Q=7.870731353759766, Loss = 0.28277289867401123
Train step=3000, Max Q=5.62968635559082, Max target Q=5.759064197540283, Loss = 0.21506433188915253
Train step=3100, Max Q=7.875339031219482, Max target Q=7.575196743011475, Loss = 0.14929312467575073
Train step=3200, Max Q=7.574129104614258, Max target Q=7.428793907165527, Loss = 0.2003517746925354
Train step=3300, Max Q=6.701532363891602, Max target Q=6.5788774490356445, Loss = 0.18550054728984833
Train step=3400, Max Q=6.43966817855835, Max target Q=6.514179706573486, Loss = 0.19515499472618103
Train step=3500, Max Q=6.329675197601318, Max target Q=6.840188980102539, Loss = 0.20366843044757843
Train step=3600, Max Q=7.0609869956970215, Max target Q=7.50011682510376, Loss = 0.12906701862812042
Train step=3700, Max Q=6.920434951782227, Max target Q=7.403105735778809, Loss = 0.15984538197517395
Train step=3800, Max Q=6.136325359344482, Max target Q=6.300490379333496, Loss = 0.1824730932712555
Train step=3900, Max Q=6.363874435424805, Max target Q=6.26841402053833, Loss = 0.20918384194374084
Train step=4000, Max Q=7.114675045013428, Max target Q=7.341227054595947, Loss = 0.17401456832885742
Train step=4100, Max Q=6.080165863037109, Max target Q=6.294601917266846, Loss = 0.12431793659925461
Train step=4200, Max Q=8.2548828125, Max target Q=8.23062515258789, Loss = 0.15211121737957
