Train step=100, Max Q=8.242961883544922, Max target Q=9.858092308044434, Loss = 1.806986689567566
Train step=200, Max Q=9.059288024902344, Max target Q=9.802349090576172, Loss = 1.8179020881652832
Train step=300, Max Q=7.87146520614624, Max target Q=9.83173656463623, Loss = 1.7250874042510986
Train step=400, Max Q=9.788610458374023, Max target Q=10.412660598754883, Loss = 1.7466368675231934
Train step=500, Max Q=10.543272018432617, Max target Q=10.182170867919922, Loss = 1.6421736478805542
Train step=600, Max Q=8.736711502075195, Max target Q=9.372236251831055, Loss = 0.7827959060668945
Train step=700, Max Q=8.96674633026123, Max target Q=9.388410568237305, Loss = 0.699556827545166
Train step=800, Max Q=10.03037166595459, Max target Q=10.114810943603516, Loss = 0.7426994442939758
Train step=900, Max Q=8.817577362060547, Max target Q=9.96984577178955, Loss = 0.6942568421363831
Train step=1000, Max Q=9.10550308227539, Max target Q=9.888018608093262, Loss = 0.7746919989585876
Train step=1100, Max Q=9.798871994018555, Max target Q=10.067413330078125, Loss = 0.45104843378067017
Train step=1200, Max Q=9.483311653137207, Max target Q=9.870290756225586, Loss = 0.4735587537288666
Train step=1300, Max Q=9.490623474121094, Max target Q=10.044670104980469, Loss = 0.4748608469963074
Train step=1400, Max Q=9.317091941833496, Max target Q=9.693853378295898, Loss = 0.40060701966285706
Train step=1500, Max Q=9.899307250976562, Max target Q=10.361019134521484, Loss = 0.42813777923583984
Train step=1600, Max Q=9.285313606262207, Max target Q=9.654691696166992, Loss = 0.41885435581207275
Train step=1700, Max Q=9.909174919128418, Max target Q=9.974960327148438, Loss = 0.3906596899032593
Train step=1800, Max Q=9.808517456054688, Max target Q=10.214715003967285, Loss = 0.2944560647010803
Train step=1900, Max Q=9.675501823425293, Max target Q=10.11851692199707, Loss = 0.37737059593200684
Train step=2000, Max Q=8.947312355041504, Max target Q=9.25454044342041, Loss = 0.379916787147522
Train step=2100, Max Q=9.71435832977295, Max target Q=9.937416076660156, Loss = 0.34990108013153076
Train step=2200, Max Q=7.725617408752441, Max target Q=8.97433853149414, Loss = 0.2882399559020996
Train step=2300, Max Q=8.556313514709473, Max target Q=9.776352882385254, Loss = 0.2695109248161316
Train step=2400, Max Q=9.321866989135742, Max target Q=10.176859855651855, Loss = 0.418448269367218
Train step=2500, Max Q=7.555882930755615, Max target Q=8.878448486328125, Loss = 0.32414841651916504
Train step=2600, Max Q=9.368529319763184, Max target Q=9.498770713806152, Loss = 0.26504141092300415
Train step=2700, Max Q=9.312668800354004, Max target Q=9.674280166625977, Loss = 0.29420948028564453
Train step=2800, Max Q=8.313902854919434, Max target Q=9.899965286254883, Loss = 0.18770068883895874
Train step=2900, Max Q=8.954195022583008, Max target Q=9.015660285949707, Loss = 0.28288206458091736
Train step=3000, Max Q=8.708146095275879, Max target Q=9.165752410888672, Loss = 0.1920502632856369
Train step=3100, Max Q=7.4754719734191895, Max target Q=8.087989807128906, Loss = 0.1193167120218277
Train step=3200, Max Q=7.259237289428711, Max target Q=7.673958778381348, Loss = 0.10976069420576096
Train step=3300, Max Q=8.665863990783691, Max target Q=8.53153133392334, Loss = 0.15503859519958496
Train step=3400, Max Q=7.322536468505859, Max target Q=8.658197402954102, Loss = 0.1698143482208252
Train step=3500, Max Q=7.523531436920166, Max target Q=8.710854530334473, Loss = 0.18796829879283905
Train step=3600, Max Q=7.311480522155762, Max target Q=8.005940437316895, Loss = 0.13705608248710632
Train step=3700, Max Q=7.8090314865112305, Max target Q=8.349752426147461, Loss = 0.19394242763519287
Train step=3800, Max Q=7.004071235656738, Max target Q=8.793106079101562, Loss = 0.11235010623931885
Train step=3900, Max Q=8.372601509094238, Max target Q=8.516703605651855, Loss = 0.16714021563529968
Train step=4000, Max Q=7.532785415649414, Max target Q=7.956815242767334, Loss = 0.11894266307353973
Train step=4100, Max Q=7.027763366699219, Max target Q=8.051267623901367, Loss = 0.13536354899406433
Train step=4200, Max Q=8.042861938476562, Max target Q=8.823233604431152, Loss = 0.1715238243341446
Train step=4300, Max Q=8.23172378540039, Max target Q=8.104631423950195, Loss = 0.2417876124382019
Train step=4400, Max Q=7.7647385597229, Max target Q=7.651356220245361, Loss = 0.1128053069114685
Train step=4500, Max Q=8.010384559631348, Max target Q=8.739923477172852, Loss = 0.124283067882061
Train step=4600, Max Q=6.90382194519043, Max target Q=7.70072078704834, Loss = 0.19598253071308136
Train step=4700, Max Q=7.638801097869873, Max target Q=8.73624324798584, Loss = 0.0898522362112999
Train step=4800, Max Q=7.758463382720947, Max target Q=8.313028335571289, Loss = 0.134355366230011
Train step=4900, Max Q=7.39991569519043, Max target Q=8.562273979187012, Loss = 0.11986801773309708
Train step=5000, Max Q=7.140521049499512, Max target Q=7.615266799926758, Loss = 0.11952236294746399
Train step=5100, Max Q=8.277583122253418, Max target Q=8.619562149047852, Loss = 0.16108030080795288
Train step=5200, Max Q=7.902034282684326, Max target Q=7.840677261352539, Loss = 0.14183074235916138
Train step=5300, Max Q=7.470600605010986, Max target Q=7.294126510620117, Loss = 0.10189980268478394
Train step=5400, Max Q=7.5413498878479, Max target Q=7.869543552398682, Loss = 0.17330047488212585
Train step=5500, Max Q=7.617255687713623, Max target Q=8.376731872558594, Loss = 0.1258992701768875
Train step=5600, Max Q=7.5646562576293945, Max target Q=7.478970050811768, Loss = 0.13066956400871277
