0,2
0,3
0,7
0,9
0,10
0,11
0,17
0,18
0,20
0,21
0,22
0,23
0,24
0,25
0,35
0,41
0,42
0,43
0,52
0,54
0,63
0,64
0,65
0,66
0,70
0,72
0,73
0,74
0,77
0,78
0,85
0,86
0,87
0,88
0,89
0,91
0,96
0,97
0,99
0,106
0,107
0,108
0,111
0,112
0,114
0,119
0,120
0,122
0,127
0,128
0,129
0,130
0,131
0,132
0,133
0,134
0,139
0,140
0,141
0,142
0,143
0,144
0,145
0,146
0,147
0,148
0,149
0,150
0,151
0,152
0,156
0,161
0,164
0,165
0,166
0,167
0,168
0,171
0,172
0,174
0,176
0,188
0,189
0,194
0,195
0,200
0,206
0,213
0,220
0,221
0,222
0,223
0,250
0,251
0,256
0,260
0,270
0,271
0,279
0,282
0,283
0,290
0,294
0,303
0,305
0,307
0,313
0,319
0,323
0,331
0,334
0,335
0,336
0,347
0,351
0,354
0,357
0,363
0,368
0,369
0,385
0,386
0,389
0,390
0,392
0,395
0,396
0,399
0,401
0,404
0,405
0,408
0,414
0,420
0,423
0,424
0,425
0,428
0,429
0,430
0,435
0,436
0,451
0,453
0,461
0,464
0,474
0,480
0,481
0,484
0,485
0,490
0,498
0,499
0,501
0,502
0,510
0,511
0,512
0,514
0,515
0,516
0,522
0,523
0,532
0,533
0,534
0,535
0,538
0,539
0,540
0,545
0,547
0,550
0,551
0,554
0,556
0,557
0,558
0,570
0,573
0,574
0,575
0,580
0,584
0,585
0,587
0,594
0,595
0,597
0,598
0,599
0,600
0,609
0,610
0,611
0,613
0,616
0,619
0,620
0,623
0,624
0,625
0,628
0,636
0,637
0,638
0,644
0,647
0,649
0,651
0,652
0,653
0,659
0,663
0,664
0,668
0,669
0,670
0,671
0,673
0,674
0,675
0,677
0,681
0,682
0,683
0,684
0,686
0,689
0,691
0,699
0,708
0,709
0,710
0,727
0,728
0,734
0,738
0,739
0,744
0,750
0,757
0,759
0,764
0,766
0,771
0,775
0,778
0,784
0,787
0,788
0,789
0,790
0,791
0,792
0,793
0,794
0,798
0,799
0,801
0,817
0,830
0,831
0,833
0,835
0,836
0,838
0,839
0,840
0,841
0,849
0,851
0,858
0,866
0,867
0,874
0,875
0,876
0,877
0,879
0,881
0,883
0,884
0,885
0,886
0,891
0,898
0,905
0,908
0,913
0,914
0,917
0,918
0,919
0,921
0,922
0,926
0,927
0,928
0,931
0,932
0,933
0,936
0,937
0,938
0,939
0,943
0,944
0,945
0,946
0,951
0,953
0,968
0,969
0,970
0,975
0,978
0,1007
0,1008
0,1009
0,1010
0,1011
0,1015
0,1034
0,1037
0,1038
0,1039
0,1043
0,1050
0,1058
0,1060
0,1061
0,1062
0,1073
0,1084
0,1091
0,1093
0,1101
0,1113
0,1118
0,1119
0,1122
0,1133
0,1136
0,1139
0,1141
0,1161
0,1176
0,1177
0,1179
0,1183
0,1187
0,1195
0,1198
0,1202
0,1206
0,1207
0,1213
0,1214
0,1215
0,1216
0,1217
0,1220
0,1225
0,1226
0,1232
0,1233
0,1234
0,1235
0,1240
0,1243
0,1244
0,1249
0,1250
0,1251
0,1252
0,1254
0,1260
0,1268
0,1269
0,1270
0,1275
0,1278
0,1279
0,1281
0,1282
0,1283
0,1284
0,1285
0,1286
0,1292
0,1295
0,1296
0,1297
0,1299
0,1301
0,1307
0,1308
0,1311
0,1319
0,1321
0,1340
1,3
1,8
1,9
1,10
1,11
1,17
1,18
1,20
1,21
1,22
1,24
1,25
1,36
1,37
1,38
1,39
1,40
1,41
1,42
1,43
1,56
1,57
