time,num_idle,num_serving,num_charging,num_cruising,pass_arrivals,removed_pass
1464779100,1514,1514,1514,1514,0,0
1464779160,1527,1527,1527,1527,0,0
1464779220,1539,1539,1539,1539,0,0
1464779280,1548,1548,1548,1548,0,0
1464779340,1562,1562,1562,1562,0,0
1464779400,1580,1580,1580,1580,0,0
1464779460,1594,1594,1594,1594,0,0
1464779520,1601,1601,1601,1601,0,0
1464779580,1613,1613,1613,1613,0,0
1464779640,1622,1622,1622,1622,0,0
1464779700,1633,1633,1633,1633,0,0
1464779760,1655,1655,1655,1655,0,0
1464779820,1667,1667,1667,1667,0,0
1464779880,1681,1681,1681,1681,0,0
1464779940,1698,1698,1698,1698,0,0
1464780000,1711,1711,1711,1711,0,0
1464780060,1727,1727,1727,1727,0,0
1464780120,1741,1741,1741,1741,0,0
1464780180,1751,1751,1751,1751,0,0
1464780240,1763,1763,1763,1763,0,0
1464780300,1779,1779,1779,1779,0,0
1464780360,1792,1792,1792,1792,0,0
1464780420,1801,1801,1801,1801,0,0
1464780480,1815,1815,1815,1815,0,0
1464780540,1832,1832,1832,1832,0,0
1464780600,1847,1847,1847,1847,0,0
1464780660,1862,1862,1862,1862,0,0
1464780720,1880,1880,1880,1880,0,0
1464780780,1890,1890,1890,1890,0,0
1464780840,1906,1906,1906,1906,0,0
1464780900,1914,1914,1914,1914,0,0
1464780960,1924,1924,1924,1924,0,0
1464781020,1938,1938,1938,1938,0,0
1464781080,1952,1952,1952,1952,0,0
1464781140,1969,1969,1969,1969,0,0
1464781200,1983,1983,1983,1983,0,0
1464781260,1993,1993,1993,1993,0,0
1464781320,2009,2009,2009,2009,0,0
1464781380,2022,2022,2022,2022,0,0
1464781440,2038,2038,2038,2038,0,0
1464781500,2048,2048,2048,2048,0,0
1464781560,2056,2056,2056,2056,0,0
1464781620,2068,2068,2068,2068,0,0
1464781680,2081,2081,2081,2081,0,0
1464781740,2094,2094,2094,2094,0,0
1464781800,2104,2104,2104,2104,0,0
1464781860,2114,2114,2114,2114,0,0
1464781920,2128,2128,2128,2128,0,0
1464781980,2142,2142,2142,2142,0,0
1464782040,2157,2157,2157,2157,0,0
1464782100,2165,2165,2165,2165,0,0
1464782160,2177,2177,2177,2177,0,0
1464782220,2191,2191,2191,2191,0,0
1464782280,2199,2199,2199,2199,0,0
1464782340,2209,2209,2209,2209,0,0
1464782400,2217,2217,2217,2217,0,0
1464782460,2228,2228,2228,2228,0,0
1464782520,2243,2243,2243,2243,0,0
1464782580,2257,2257,2257,2257,0,0
1464782640,2268,2268,2268,2268,0,0
1464782700,2278,2278,2278,2278,0,0
1464782760,2294,2294,2294,2294,0,0
1464782820,2306,2306,2306,2306,0,0
