0,7
0,10
0,17
0,26
0,31
0,41
0,46
0,49
0,54
0,56
0,57
0,63
0,64
0,68
0,79
0,81
0,95
0,148
0,151
0,153
0,157
0,169
0,170
0,174
0,180
0,191
0,193
0,199
0,201
0,214
0,217
0,219
0,235
0,242
0,246
0,250
0,257
0,260
0,263
0,266
0,273
0,276
0,278
0,282
0,286
0,291
0,304
0,305
0,310
0,311
0,313
0,318
0,320
0,321
0,323
0,325
0,326
0,333
0,343
0,346
0,350
0,351
0,352
0,354
0,355
0,363
0,366
0,367
0,370
0,381
0,383
0,387
0,388
0,393
0,398
0,407
0,420
0,423
0,436
0,445
0,451
0,459
0,469
0,471
0,475
0,476
0,487
0,489
0,498
0,505
0,509
0,511
0,512
0,513
0,516
0,527
0,530
0,534
0,535
0,551
0,555
0,556
0,558
0,560
0,567
0,568
0,574
0,591
0,594
0,595
0,596
0,621
0,623
0,638
0,643
0,647
0,652
0,653
0,655
0,656
0,657
0,671
0,679
0,683
0,684
0,689
0,693
0,696
0,706
0,714
0,716
0,722
0,727
0,728
0,730
0,731
0,732
0,748
0,750
0,768
0,774
0,775
0,782
0,785
0,790
0,793
0,801
0,803
0,814
0,817
0,825
0,829
0,830
0,831
0,833
0,835
0,836
0,838
0,840
0,843
0,845
0,846
0,865
0,873
0,878
0,879
0,881
0,885
0,887
0,893
0,894
0,899
0,901
0,903
0,907
0,908
0,913
0,916
0,920
0,925
0,934
0,942
0,943
0,945
0,946
0,947
0,948
0,954
0,958
0,971
0,973
0,974
0,979
0,990
0,992
0,998
0,1007
0,1008
0,1009
0,1011
0,1020
0,1021
0,1022
0,1026
0,1028
0,1035
0,1048
0,1052
0,1058
0,1072
0,1080
0,1092
0,1093
0,1094
0,1108
0,1109
0,1126
0,1129
0,1137
0,1145
0,1151
0,1152
0,1155
0,1157
0,1158
0,1159
0,1161
0,1165
0,1167
0,1170
0,1172
0,1174
0,1175
0,1179
0,1180
0,1196
0,1197
0,1198
0,1199
0,1216
0,1218
0,1223
0,1229
0,1236
0,1247
0,1248
0,1249
0,1254
0,1264
0,1265
0,1268
0,1273
0,1275
0,1277
0,1282
0,1301
0,1302
0,1303
0,1306
0,1313
0,1316
0,1321
0,1324
0,1325
0,1335
0,1336
0,1341
0,1343
0,1346
1,10
1,11
1,24
1,40
1,42
1,43
1,60
1,64
1,65
1,77
1,88
1,89
1,98
1,104
1,108
1,121
1,128
1,142
1,149
1,157
1,166
1,171
1,187
1,191
1,197
1,198
1,209
1,214
1,218
1,220
1,223
1,248
1,250
1,252
1,263
1,270
1,278
1,279
1,280
1,285
1,288
1,312
1,313
1,316
1,317
1,319
1,321
1,323
1,330
1,331
1,335
1,348
1,350
1,351
1,352
1,354
1,355
1,356
1,357
1,359
1,364
1,386
1,390
1,391
1,393
1,395
1,409
1,421
1,423
1,424
1,428
1,431
1,433
1,440
1,444
1,447
1,450
1,451
1,453
1,460
1,462
1,463
1,464
1,466
1,467
1,474
1,477
1,486
1,487
1,488
1,499
1,502
1,504
1,506
1,508
1,526
1,536
1,537
1,540
1,555
1,556
1,559
1,560
1,562
1,571
1,573
1,575
1,577
1,579
1,580
1,581
1,585
1,591
1,596
1,597
1,603
1,604
1,613
1,614
1,620
1,622
1,623
1,629
1,649
1,650
1,655
1,659
1,664
1,669
1,670
1,675
1,690
1,692
1,693
1,694
1,695
1,708
1,709
1,713
1,731
1,733
1,734
1,735
1,736
1,737
1,739
1,748
1,753
1,759
1,769
1,775
1,784
1,813
1,816
1,818
1,830
1,852
1,858
1,859
1,861
1,874
1,889
1,891
1,899
1,900
1,914
1,938
1,940
1,944
1,945
1,950
1,961
1,963
1,970
1,975
1,977
1,998
1,1003
1,1025
1,1027
1,1031
1,1035
1,1049
1,1053
1,1067
1,1071
1,1072
1,1082
1,1087
1,1091
1,1094
1,1100
1,1102
1,1113
1,1117
1,1126
1,1128
1,1131
1,1132
1,1133
1,1137
1,1148
1,1152
1,1153
1,1154
1,1155
1,1158
1,1159
1,1166
1,1169
1,1171
1,1172
1,1173
1,1175
1,1176
1,1178
1,1186
1,1187
1,1189
1,1190
1,1191
1,1193
1,1194
1,1195
1,1198
1,1199
1,1201
1,1205
1,1214
1,1215
1,1216
1,1218
1,1228
1,1229
1,1233
1,1234
1,1235
1,1246
1,1248
1,1249
1,1251
1,1252
1,1253
1,1255
1,1257
1,1263
1,1267
1,1268
1,1275
1,1276
1,1278
1,1279
1,1280
1,1284
1,1293
1,1297
1,1301
1,1302
1,1303
1,1307
1,1311
1,1315
1,1316
1,1317
1,1320
1,1324
1,1332
1,1334
1,1346
2,37
2,39
2,41
2,56
2,57
2,80
2,102
2,114
2,139
2,180
2,192
2,196
2,197
2,198
2,206
2,218
2,221
2,225
2,229
2,230
2,237
2,279
2,284
2,301
2,303
2,318
2,349
2,350
2,355
2,358
2,376
2,389
2,390
2,391
2,393
2,395
2,398
2,414
2,428
2,429
2,433
2,437
2,445
2,452
2,462
2,465
2,468
2,469
2,471
2,474
2,476
2,505
2,508
2,509
2,510
2,511
2,520
2,521
2,524
2,538
2,540
2,551
2,556
2,562
2,580
2,587
2,589
2,590
2,594
2,599
2,602
2,606
2,616
2,619
2,620
2,624
2,625
2,626
2,629
2,634
2,636
2,637
2,638
2,639
2,641
2,642
2,652
2,656
2,657
2,673
2,674
2,676
2,680
2,688
2,706
2,707
2,709
2,711
2,729
2,735
2,748
2,749
2,751
2,754
2,759
2,767
2,780
2,783
2,789
2,790
2,791
2,792
2,793
2,794
2,799
2,806
2,808
2,811
2,816
2,818
2,820
2,825
2,830
2,833
2,834
2,840
2,841
2,842
2,851
2,861
2,865
2,866
2,867
2,870
2,871
2,879
2,880
2,883
2,899
2,900
2,903
2,906
2,907
2,908
2,919
2,926
2,943
2,944
2,945
2,946
2,949
2,950
2,954
2,962
2,973
2,979
2,980
2,983
2,995
2,998
2,1000
2,1001
